Emma 460
Juan 1350
Invitado 250
Mary 1760
Juan 0
Juan 210
Juan 0
Juan 0
Invitado 340
Per 590
Invitado 40
Invitado 0
Invitado 0
Invitado 0
Invitado 0
Invitado 160
Invitado 120
Invitado 0
Invitado 0
